Origin_airport,Destination_airport,Origin_city,Destination_city,Passengers,Seats,Flights,Distance,Fly_date,Origin_population,Destination_population,Org_airport_lat,Org_airport_long,Dest_airport_lat,Dest_airport_long
BHM,IAH,"Birmingham, AL","Houston, TX",7357,9900,198,562,2008-08-01,1123146,5726705,33.56290054,-86.75350189,29.9843997955322,-95.3414001464844
MKE,MCI,"Milwaukee, WI","Kansas City, MO",970,2580,43,436,1990-03-01,1434279,1640780,42.9472007751465,-87.896598815918,39.2976,-94.713898
LAX,ANC,"Los Angeles, CA","Anchorage, AK",0,0,3,2345,2001-04-01,25051472,325839,33.94250107,-118.4079971,61.1744003295898,-149.996002197266
SFO,SLC,"San Francisco, CA","Salt Lake City, UT",985,6324,31,599,1991-03-01,7498756,790507,37.6189994812012,-122.375,40.7883987426758,-111.977996826172
MDW,STL,"Chicago, IL","St. Louis, MO",115,143,1,251,1992-10-01,16720340,2603363,41.7859992980957,-87.7524032592773,38.7486991882324,-90.370002746582
CVG,LEX,"Cincinnati, OH","Lexington, KY",530,4260,30,70,1991-07-01,1870265,353771,39.0488014221,-84.6678009033,38.0364990234375,-84.6059036254883
ATL,IAD,"Atlanta, GA","Washington, DC",17150,23156,127,533,2001-07-01,4432950,9854548,33.6366996765137,-84.4281005859375,38.94449997,-77.45580292
DCA,JAX,"Washington, DC","Jacksonville, FL",2157,3348,31,634,1990-08-01,8270942,931288,38.8521,-77.037697,30.4941005706787,-81.6878967285156
MDT,IAD,"Harrisburg, PA","Washington, DC",3815,5250,105,94,2009-12-01,536919,10952482,40.1935005188,-76.7633972168,38.94449997,-77.45580292
PHX,ALB,"Phoenix, AZ","Albany, NY",2,146,1,2159,1994-02-01,2549507,828841,33.4342994689941,-112.012001037598,42.7482986450195,-73.8016967773438
RDD,SFO,"Redding, CA","San Francisco, CA",333,475,25,199,1990-09-01,148660,7436126,40.50899887,-122.2929993,37.6189994812012,-122.375
MAF,DAL,"Midland, TX","Dallas, TX",7264,12467,91,319,2005-09-01,120487,11632814,31.9424991607666,-102.202003479004,32.8470993041992,-96.8517990112305
PIT,ATL,"Pittsburgh, PA","Atlanta, GA",638,864,6,526,1996-07-01,2447532,3652439,40.49150085,-80.23290253,33.6366996765137,-84.4281005859375
CHS,DCA,"Charleston, SC","Washington, DC",946,2360,59,444,2002-11-01,566543,10029142,32.89860153,-80.04049683,38.8521,-77.037697
RIC,BOS,"Richmond, VA","Boston, MA",480,700,14,474,2009-12-01,1238187,9177360,37.505199432373,-77.3197021484375,42.36429977,-71.00520325
PDX,OAK,"Portland, OR","Oakland, CA",135,360,3,543,2005-01-01,2084053,4149607,45.58869934,-122.5979996,37.7212982177734,-122.221000671387
MBS,DTW,"Saginaw, MI","Detroit, MI",287,372,3,98,2005-07-01,206426,8988796,43.532901763916,-84.0795974731445,42.2123985290527,-83.353401184082
DAY,MKE,"Dayton, OH","Milwaukee, WI",2093,2656,83,284,2007-07-01,839563,1544818,39.902400970459,-84.2193984985352,42.9472007751465,-87.896598815918
LAS,SAN,"Las Vegas, NV","San Diego, CA",940,1342,11,258,2000-05-01,1393370,2824987,36.08010101,-115.1520004,32.7336006165,-117.190002441
SJC,PDX,"San Jose, CA","Portland, OR",8602,11664,81,569,2006-08-01,1754557,2123960,37.3625984191895,-121.929000854492,45.58869934,-122.5979996
ATL,MSY,"Atlanta, GA","New Orleans, LA",108,204,1,425,1994-06-01,3444861,1286646,33.6366996765137,-84.4281005859375,29.9934005737305,-90.2580032348633
MCO,LAX,"Orlando, FL","Los Angeles, CA",233,240,2,2217,2007-05-01,2034878,25385206,28.4293994903564,-81.3089981079102,33.94250107,-118.4079971
EKO,RDM,"Elko, NV","Bend, OR",64,122,1,362,2004-09-01,44964,134080,40.8249015808105,-115.791999816895,44.2541008,-121.1500015
MKE,EWR,"Milwaukee, WI","Newark, NJ",3495,5400,108,725,2005-08-01,1536320,18798114,42.9472007751465,-87.896598815918,40.6925010681152,-74.168701171875
CLE,DFW,"Cleveland, OH","Dallas, TX",458,1034,11,1021,1990-11-01,2103367,8019250,41.4117012024,-81.8498001099,32.896800994873,-97.0380020141602
PBI,DTW,"West Palm Beach, FL","Detroit, MI",575,660,6,1087,1998-11-01,4691519,8944948,26.6832008361816,-80.0955963134766,42.2123985290527,-83.353401184082
MEM,EWR,"Memphis, TN","Newark, NJ",1329,2350,47,946,2006-01-01,1280666,18825633,35.0424003601074,-89.9766998291016,40.6925010681152,-74.168701171875
PIT,ROA,"Pittsburgh, PA","Roanoke, VA",2412,4617,42,219,1997-06-01,2432761,277323,40.49150085,-80.23290253,37.3255004883,-79.975402832
DFW,MCO,"Dallas, TX","Orlando, FL",19333,25004,180,984,1995-03-01,8787062,1389986,32.896800994873,-97.0380020141602,28.4293994903564,-81.3089981079102
STL,MCI,"St. Louis, MO","Kansas City, MO",2663,4375,32,237,2007-12-01,2806368,2011857,38.7486991882324,-90.370002746582,39.2976,-94.713898
SEA,LAS,"Seattle, WA","Las Vegas, NV",3188,4560,38,866,2003-11-01,6277876,1572924,47.4490013122559,-122.30899810791,36.08010101,-115.1520004
IND,ORD,"Indianapolis, IN","Chicago, IL",45,50,1,177,2002-09-01,1578239,18490270,39.7173,-86.294403,41.97859955,-87.90480042
SEA,PDX,"Seattle, WA","Portland, OR",2080,5704,31,129,1991-05-01,5242050,1578432,47.4490013122559,-122.30899810791,45.58869934,-122.5979996
ORD,AUS,"Chicago, IL","Austin, TX",2235,3270,30,972,1995-11-01,17155070,1001054,41.97859955,-87.90480042,30.1944999694824,-97.6698989868164
PDX,SEA,"Portland, OR","Seattle, WA",0,0,1,129,2000-11-01,1936108,6104758,45.58869934,-122.5979996,47.4490013122559,-122.30899810791
TPA,PHL,"Tampa, FL","Philadelphia, PA",0,0,0,920,2009-03-01,2747272,11936504,27.9755001068115,-82.533203125,39.871898651123,-75.241096496582
IAD,EWR,"Washington, DC","Newark, NJ",131,141,1,213,2001-01-01,9854548,18490029,38.94449997,-77.45580292,40.6925010681152,-74.168701171875
LCH,TYR,"Lake Charles, LA","Tyler, TX",31,68,2,200,2000-06-01,193463,175500,30.1261005401611,-93.2232971191406,32.3540992736816,-95.4023971557617
BDL,STL,"Hartford, CT","St. Louis, MO",675,1274,13,957,1996-02-01,1107497,2642938,41.9388999939,-72.6831970215,38.7486991882324,-90.370002746582
BUF,SYR,"Buffalo, NY","Syracuse, NY",0,0,1,134,2007-12-01,1125965,644437,42.94049835,-78.73220062,43.111198425293,-76.1063003540039
MDT,EWR,"Harrisburg, PA","Newark, NJ",947,2160,72,141,1996-07-01,496663,17190036,40.1935005188,-76.7633972168,40.6925010681152,-74.168701171875
MSP,BIL,"Minneapolis, MN","Billings, MT",1988,2280,30,748,2009-07-01,3269814,154553,44.8819999695,-93.2218017578,45.8077011108398,-108.542999267578
IAD,LGA,"Washington, DC","New York, NY",512,3822,26,229,1997-01-01,8966798,34528632,38.94449997,-77.45580292,40.77719879,-73.87259674
LAS,BNA,"Las Vegas, NV","Nashville, TN",9994,11645,85,1588,2009-09-01,1902834,1582264,36.08010101,-115.1520004,36.1245002746582,-86.6781997680664
DFW,ELP,"Dallas, TX","El Paso, TX",38,40,1,551,2002-01-01,10953156,688771,32.896800994873,-97.0380020141602,31.80719948,-106.3779984
BOS,SFO,"Boston, MA","San Francisco, CA",5826,5916,29,2704,1992-08-01,8227058,7578602,42.36429977,-71.00520325,37.6189994812012,-122.375
ACT,ILE,"Waco, TX","Killeen, TX",0,0,0,45,1999-04-01,204244,314016,31.6112995147705,-97.2304992675781,,
SFO,SLC,"San Francisco, CA","Salt Lake City, UT",7269,8800,176,599,2005-01-01,8299214,1044845,37.6189994812012,-122.375,40.7883987426758,-111.977996826172
MKE,ORD,"Milwaukee, WI","Chicago, IL",3824,5150,103,67,2004-04-01,1533932,18664180,42.9472007751465,-87.896598815918,41.97859955,-87.90480042
BTV,EWR,"Burlington, VT","Newark, NJ",1136,2726,29,266,1991-06-01,179141,16874842,44.4719009399,-73.1532974243,40.6925010681152,-74.168701171875
OMA,CID,"Omaha, NE","Cedar Rapids, IA",0,0,4,221,2001-07-01,775380,240100,41.3031997680664,-95.8940963745117,41.8847007751465,-91.7108001708984
LAX,PDX,"Los Angeles, CA","Portland, OR",0,0,4,834,2002-04-01,25269954,2010666,33.94250107,-118.4079971,45.58869934,-122.5979996
PIT,PBI,"Pittsburgh, PA","West Palm Beach, FL",981,1168,8,952,1994-10-01,2471125,4373451,40.49150085,-80.23290253,26.6832008361816,-80.0955963134766
CLE,ROC,"Cleveland, OH","Rochester, NY",2667,3850,77,245,2004-11-01,2128958,1038019,41.4117012024,-81.8498001099,43.1189002990723,-77.6724014282227
IAH,MIA,"Houston, TX","Miami, FL",7649,9920,80,964,2008-01-01,5726705,11003504,29.9843997955322,-95.3414001464844,25.7931995391846,-80.2906036376953
PHX,OAK,"Phoenix, AZ","Oakland, CA",841,1098,9,646,2009-08-01,4364094,4317853,33.4342994689941,-112.012001037598,37.7212982177734,-122.221000671387
CLE,PHX,"Cleveland, OH","Phoenix, AZ",4763,6505,42,1737,2003-05-01,2136026,3600163,41.4117012024,-81.8498001099,33.4342994689941,-112.012001037598
DFW,AMA,"Dallas, TX","Amarillo, TX",1540,2244,51,313,2005-07-01,11632814,237767,32.896800994873,-97.0380020141602,35.2193984985352,-101.706001281738
DFW,AMA,"Dallas, TX","Amarillo, TX",62,74,2,313,2004-05-01,11379964,235113,32.896800994873,-97.0380020141602,35.2193984985352,-101.706001281738
MKE,MSP,"Milwaukee, WI","Minneapolis, MN",114,148,1,297,2008-07-01,1550451,3237612,42.9472007751465,-87.896598815918,44.8819999695,-93.2218017578
CVG,MSP,"Cincinnati, OH","Minneapolis, MN",1224,1400,28,596,2006-01-01,2122711,3167666,39.0488014221,-84.6678009033,44.8819999695,-93.2218017578
PDX,FAT,"Portland, OR","Fresno, CA",1697,2100,30,626,2007-11-01,2163577,889888,45.58869934,-122.5979996,36.7761993408203,-119.718002319336
IAH,MIA,"Houston, TX","Miami, FL",97,130,1,964,1992-06-01,3983375,8451688,29.9843997955322,-95.3414001464844,25.7931995391846,-80.2906036376953
MIA,DTW,"Miami, FL","Detroit, MI",2351,3384,18,1145,2006-12-01,10933486,8969084,25.7931995391846,-80.2906036376953,42.2123985290527,-83.353401184082
SLC,OAK,"Salt Lake City, UT","Oakland, CA",1140,2100,30,588,2004-10-01,1030597,4143522,40.7883987426758,-111.977996826172,37.7212982177734,-122.221000671387
CMH,PHX,"Columbus, OH","Phoenix, AZ",11320,13616,92,1671,1993-08-01,1469313,2444670,39.9980010986328,-82.8918991088867,33.4342994689941,-112.012001037598
CVG,TUL,"Cincinnati, OH","Tulsa, OK",28,70,1,646,2008-01-01,2158643,916037,39.0488014221,-84.6678009033,36.1983985900879,-95.8880996704102
DFW,PIT,"Dallas, TX","Pittsburgh, PA",78,86,1,1068,2009-12-01,12895230,2354957,32.896800994873,-97.0380020141602,40.49150085,-80.23290253
SAN,SEA,"San Diego, CA","Seattle, WA",9484,12834,93,1050,2001-12-01,2867094,6188760,32.7336006165,-117.190002441,47.4490013122559,-122.30899810791
IND,SHV,"Indianapolis, IN","Shreveport, LA",0,0,1,655,2001-05-01,1556076,375926,39.7173,-86.294403,32.4466018676758,-93.8255996704102
PHL,ERI,"Philadelphia, PA","Erie, PA",2195,5000,100,300,2005-01-01,11701242,278933,39.871898651123,-75.241096496582,42.0831270134,-80.1738667488
OKC,MCI,"Oklahoma City, OK","Kansas City, MO",973,1342,11,312,1995-12-01,1025243,1730648,35.3931007385254,-97.600700378418,39.2976,-94.713898
DFW,TUL,"Dallas, TX","Tulsa, OK",4309,6390,213,237,2001-05-01,10709246,867707,32.896800994873,-97.0380020141602,36.1983985900879,-95.8880996704102
DFW,BWI,"Dallas, TX","Baltimore, MD",79,124,1,1217,2009-06-01,12895230,2690886,32.896800994873,-97.0380020141602,39.17539978,-76.66829681
CPR,MSP,"Casper, WY","Minneapolis, MN",2051,2723,62,674,2005-07-01,69442,3132772,42.90800095,-106.4639969,44.8819999695,-93.2218017578
CLT,LGA,"Charlotte, NC","New York, NY",3959,7800,65,543,2004-01-01,1471706,37494862,35.2140007019043,-80.9430999755859,40.77719879,-73.87259674
SFO,JFK,"San Francisco, CA","New York, NY",9788,13594,83,2586,2004-12-01,8287044,37494862,37.6189994812012,-122.375,40.63980103,-73.77890015
EWR,ORD,"Newark, NJ","Chicago, IL",3628,6006,33,719,2003-06-01,18671320,18572324,40.6925010681152,-74.168701171875,41.97859955,-87.90480042
IAH,ABQ,"Houston, TX","Albuquerque, NM",8793,12610,119,744,1993-03-01,4058868,640288,29.9843997955322,-95.3414001464844,35.0401992797852,-106.609001159668
SEA,ANC,"Seattle, WA","Anchorage, AK",3398,4760,34,1448,1996-11-01,5621538,301589,47.4490013122559,-122.30899810791,61.1744003295898,-149.996002197266
MOB,CLT,"Mobile, AL","Charlotte, NC",2939,5372,79,527,1993-07-01,393816,1086132,30.691200256348,-88.242797851562,35.2140007019043,-80.9430999755859
MSY,DFW,"New Orleans, LA","Dallas, TX",761,3976,30,448,1995-11-01,1289805,8787062,29.9934005737305,-90.2580032348633,32.896800994873,-97.0380020141602
GSO,CLT,"Greensboro, NC","Charlotte, NC",459,800,16,82,2007-01-01,696287,1650974,36.0978012084961,-79.9373016357422,35.2140007019043,-80.9430999755859
CLT,CMH,"Charlotte, NC","Columbus, OH",1570,2592,24,346,1991-11-01,1050648,1430345,35.2140007019043,-80.9430999755859,39.9980010986328,-82.8918991088867
ELP,ABQ,"El Paso, TX","Albuquerque, NM",1190,4096,32,223,1996-05-01,674005,680994,31.80719948,-106.3779984,35.0401992797852,-106.609001159668
ORD,MSP,"Chicago, IL","Minneapolis, MN",168,168,1,334,2001-11-01,18385002,3024111,41.97859955,-87.90480042,44.8819999695,-93.2218017578
MCI,MSP,"Kansas City, MO","Minneapolis, MN",6475,10804,74,394,1991-10-01,1657663,2581103,39.2976,-94.713898,44.8819999695,-93.2218017578
TPA,SAT,"Tampa, FL","San Antonio, TX",192,274,2,972,2006-07-01,2684639,1932720,27.9755001068115,-82.533203125,29.5337009429932,-98.4698028564453
DFW,CLT,"Dallas, TX","Charlotte, NC",7553,15351,119,937,2001-01-01,10709246,1375381,32.896800994873,-97.0380020141602,35.2140007019043,-80.9430999755859
MSN,MSP,"Madison, WI","Minneapolis, MN",592,816,24,228,2000-09-01,504044,2981616,43.1399002075195,-89.3375015258789,44.8819999695,-93.2218017578
PHL,CLT,"Philadelphia, PA","Charlotte, NC",0,66,1,447,2006-01-01,11761824,1583869,39.871898651123,-75.241096496582,35.2140007019043,-80.9430999755859
RNO,GEG,"Reno, NV","Spokane, WA",100,137,1,572,2005-05-01,394881,440145,39.4990997314453,-119.767997741699,47.6198997497559,-117.533996582031
SEA,GEG,"Seattle, WA","Spokane, WA",163,172,1,224,2005-02-01,6404776,440145,47.4490013122559,-122.30899810791,47.6198997497559,-117.533996582031
MKE,OMA,"Milwaukee, WI","Omaha, NE",0,0,12,426,2003-11-01,1528417,790535,42.9472007751465,-87.896598815918,41.3031997680664,-95.8940963745117
JFK,ATL,"New York, NY","Atlanta, GA",0,0,3,760,2005-01-01,37596228,4947012,40.63980103,-73.77890015,33.6366996765137,-84.4281005859375
MKE,CLE,"Milwaukee, WI","Cleveland, OH",180,515,5,328,1996-09-01,1461595,2130821,42.9472007751465,-87.896598815918,41.4117012024,-81.8498001099
OMA,ORD,"Omaha, NE","Chicago, IL",138,414,3,416,2000-08-01,769117,18235464,41.3031997680664,-95.8940963745117,41.97859955,-87.90480042
MSY,HOU,"New Orleans, LA","Houston, TX",5953,10736,88,303,2005-01-01,1313460,5299567,29.9934005737305,-90.2580032348633,29.64539909,-95.27890015
CVG,PVD,"Cincinnati, OH","Providence, RI",1836,2099,42,722,2008-10-01,2158643,1599312,39.0488014221,-84.6678009033,41.7326011657715,-71.4204025268555
PDX,PHX,"Portland, OR","Phoenix, AZ",4723,7376,56,1009,1998-09-01,1829786,2930726,45.58869934,-122.5979996,33.4342994689941,-112.012001037598
OAK,PHL,"Oakland, CA","Philadelphia, PA",3109,4110,30,2510,2007-03-01,4202186,11825356,37.7212982177734,-122.221000671387,39.871898651123,-75.241096496582
HOU,OKC,"Houston, TX","Oklahoma City, OK",455,822,6,419,2004-04-01,5190444,1140779,29.64539909,-95.27890015,35.3931007385254,-97.600700378418
TPA,FLL,"Tampa, FL","Fort Lauderdale, FL",375,488,4,197,2000-09-01,2404273,5025806,27.9755001068115,-82.533203125,26.0725994110107,-80.152702331543
BNA,JAX,"Nashville, TN","Jacksonville, FL",2732,4795,35,484,2006-02-01,1489156,1279132,36.1245002746582,-86.6781997680664,30.4941005706787,-81.6878967285156
EWR,BOS,"Newark, NJ","Boston, MA",0,0,1,200,2002-12-01,18590085,8918022,40.6925010681152,-74.168701171875,42.36429977,-71.00520325
ORD,MSP,"Chicago, IL","Minneapolis, MN",974,3348,27,334,2004-02-01,18664180,3106569,41.97859955,-87.90480042,44.8819999695,-93.2218017578
PHL,CHS,"Philadelphia, PA","Charleston, SC",158,200,4,550,2003-04-01,11575576,576539,39.871898651123,-75.241096496582,32.89860153,-80.04049683
JFK,RDU,"New York, NY","Raleigh, NC",1815,3900,26,426,1994-12-01,34144436,625446,40.63980103,-73.77890015,35.8776016235352,-78.7874984741211
ELP,SFO,"El Paso, TX","San Francisco, CA",3414,7076,58,993,1990-12-01,595965,7436126,31.80719948,-106.3779984,37.6189994812012,-122.375
BNA,BHM,"Nashville, TN","Birmingham, AL",2428,5754,42,177,2006-09-01,1489156,1103572,36.1245002746582,-86.6781997680664,33.56290054,-86.75350189
MCI,LAS,"Kansas City, MO","Las Vegas, NV",3288,4148,34,1140,2008-01-01,2046083,1879093,39.2976,-94.713898,36.08010101,-115.1520004
MSP,GFK,"Minneapolis, MN","Grand Forks, ND",701,1768,52,284,2002-01-01,3053303,96093,44.8819999695,-93.2218017578,47.949299,-97.176102
BHM,CLT,"Birmingham, AL","Charlotte, NC",2892,3780,54,352,2005-12-01,1090441,1519448,33.56290054,-86.75350189,35.2140007019043,-80.9430999755859
EWR,DTW,"Newark, NJ","Detroit, MI",3096,4290,39,487,2007-07-01,18901167,8913164,40.6925010681152,-74.168701171875,42.2123985290527,-83.353401184082
PHX,MDW,"Phoenix, AZ","Chicago, IL",191,247,1,1444,2002-07-01,3496957,18490270,33.4342994689941,-112.012001037598,41.7859992980957,-87.7524032592773
PHL,BWI,"Philadelphia, PA","Baltimore, MD",442,772,4,90,2004-04-01,11645752,2638066,39.871898651123,-75.241096496582,39.17539978,-76.66829681
MCO,PHL,"Orlando, FL","Philadelphia, PA",7567,8200,58,861,1996-10-01,1422502,11007158,28.4293994903564,-81.3089981079102,39.871898651123,-75.241096496582
GPT,ATL,"Gulfport, MS","Atlanta, GA",69,106,1,352,2002-06-01,249820,4555490,30.4073009490967,-89.0700988769531,33.6366996765137,-84.4281005859375
MKE,ATL,"Milwaukee, WI","Atlanta, GA",1993,3528,42,669,1997-01-01,1459541,3756986,42.9472007751465,-87.896598815918,33.6366996765137,-84.4281005859375
DTW,MKE,"Detroit, MI","Milwaukee, WI",7351,9000,60,238,1998-02-01,8944948,1459602,42.2123985290527,-83.353401184082,42.9472007751465,-87.896598815918
ELP,LAS,"El Paso, TX","Las Vegas, NV",321,534,4,584,1999-02-01,701908,1217155,31.80719948,-106.3779984,36.08010101,-115.1520004
MSP,MEM,"Minneapolis, MN","Memphis, TN",3962,4950,45,700,2000-03-01,2981616,1208269,44.8819999695,-93.2218017578,35.0424003601074,-89.9766998291016
CLT,TLH,"Charlotte, NC","Tallahassee, FL",49,50,1,386,2008-08-01,1706469,357171,35.2140007019043,-80.9430999755859,30.3964996337891,-84.3503036499023
STL,PIA,"St. Louis, MO","Peoria, IL",33,100,1,137,1999-04-01,2663420,365736,38.7486991882324,-90.370002746582,40.6641998291,-89.6932983398
ATL,MKE,"Atlanta, GA","Milwaukee, WI",0,143,1,669,2007-12-01,5267527,1544818,33.6366996765137,-84.4281005859375,42.9472007751465,-87.896598815918
STL,OKC,"St. Louis, MO","Oklahoma City, OK",2456,2800,56,462,2008-07-01,2818688,1207519,38.7486991882324,-90.370002746582,35.3931007385254,-97.600700378418
EWR,SNA,"Newark, NJ","Santa Ana, CA",116,155,1,2433,2001-05-01,18490029,12525736,40.6925010681152,-74.168701171875,33.67570114,-117.8679962
SFO,HNL,"San Francisco, CA","Honolulu, HI",3176,6314,22,2398,1998-01-01,7996466,871768,37.6189994812012,-122.375,21.3187007904053,-157.921997070312
PIT,SEA,"Pittsburgh, PA","Seattle, WA",267,512,4,2125,1995-03-01,2460192,5551884,40.49150085,-80.23290253,47.4490013122559,-122.30899810791
ATL,DAY,"Atlanta, GA","Dayton, OH",6960,9795,69,432,2007-12-01,5267527,839563,33.6366996765137,-84.4281005859375,39.902400970459,-84.2193984985352
YKM,SEA,"Yakima, WA","Seattle, WA",0,109,1,103,1993-12-01,203827,5432136,46.56819916,-120.5439987,47.4490013122559,-122.30899810791
PHL,RDU,"Philadelphia, PA","Raleigh, NC",98,169,1,336,2002-09-01,11511748,863488,39.871898651123,-75.241096496582,35.8776016235352,-78.7874984741211
DTW,CLE,"Detroit, MI","Cleveland, OH",543,1043,7,95,2002-10-01,8972134,2140552,42.2123985290527,-83.353401184082,41.4117012024,-81.8498001099
PHX,MCI,"Phoenix, AZ","Kansas City, MO",1441,2684,22,1044,2002-12-01,3496957,1890419,33.4342994689941,-112.012001037598,39.2976,-94.713898
AUS,BHM,"Austin, TX","Birmingham, AL",54,76,1,682,2007-08-01,1594525,1112838,30.1944999694824,-97.6698989868164,33.56290054,-86.75350189
DTW,RIC,"Detroit, MI","Richmond, VA",3729,6240,80,456,1993-07-01,8711888,992418,42.2123985290527,-83.353401184082,37.505199432373,-77.3197021484375
PHL,RDU,"Philadelphia, PA","Raleigh, NC",0,0,6,336,2007-11-01,11825356,1045871,39.871898651123,-75.241096496582,35.8776016235352,-78.7874984741211
GRR,DAY,"Grand Rapids, MI","Dayton, OH",631,1536,12,217,1992-01-01,668870,856638,42.88079834,-85.52279663,39.902400970459,-84.2193984985352
SLC,PHX,"Salt Lake City, UT","Phoenix, AZ",9038,15943,149,507,1990-06-01,771473,2245805,40.7883987426758,-111.977996826172,33.4342994689941,-112.012001037598
SJC,SFO,"San Jose, CA","San Francisco, CA",64,144,1,30,1997-11-01,1668299,7885792,37.3625984191895,-121.929000854492,37.6189994812012,-122.375
ORD,ATL,"Chicago, IL","Atlanta, GA",5163,7686,61,606,1998-12-01,17529224,3872031,41.97859955,-87.90480042,33.6366996765137,-84.4281005859375
IAH,ORD,"Houston, TX","Chicago, IL",5196,6322,58,925,1998-10-01,4445918,17529224,29.9843997955322,-95.3414001464844,41.97859955,-87.90480042
TPA,RIC,"Tampa, FL","Richmond, VA",36,50,1,723,2005-12-01,2638814,1174017,27.9755001068115,-82.533203125,37.505199432373,-77.3197021484375
CAE,ATL,"Columbia, SC","Atlanta, GA",10497,26344,178,192,1992-01-01,567439,3245141,33.9388008117676,-81.119499206543,33.6366996765137,-84.4281005859375
BWI,TUL,"Baltimore, MD","Tulsa, OK",6,118,1,1071,1991-05-01,2410834,772997,39.17539978,-76.66829681,36.1983985900879,-95.8880996704102
LAX,DTW,"Los Angeles, CA","Detroit, MI",5676,9176,62,1979,2001-09-01,25051472,8958464,33.94250107,-118.4079971,42.2123985290527,-83.353401184082
BWI,STL,"Baltimore, MD","St. Louis, MO",99,230,2,737,1990-05-01,2389165,2584656,39.17539978,-76.66829681,38.7486991882324,-90.370002746582
RDU,DTW,"Raleigh, NC","Detroit, MI",2578,4402,31,501,1993-01-01,603263,8711888,35.8776016235352,-78.7874984741211,42.2123985290527,-83.353401184082
ATL,GPT,"Atlanta, GA","Gulfport, MS",6168,9828,84,352,2005-12-01,4947012,256655,33.6366996765137,-84.4281005859375,30.4073009490967,-89.0700988769531
DTW,IAH,"Detroit, MI","Houston, TX",1020,1600,16,1076,1996-01-01,8912962,4268132,42.2123985290527,-83.353401184082,29.9843997955322,-95.3414001464844
IAH,MCI,"Houston, TX","Kansas City, MO",434,456,4,643,2009-03-01,5867489,2067585,29.9843997955322,-95.3414001464844,39.2976,-94.713898
CAE,CVG,"Columbia, SC","Cincinnati, OH",102,200,4,404,2007-08-01,719622,2148315,33.9388008117676,-81.119499206543,39.0488014221,-84.6678009033
SAN,ORD,"San Diego, CA","Chicago, IL",6837,11274,60,1723,1994-11-01,2626939,17018756,32.7336006165,-117.190002441,41.97859955,-87.90480042
LFT,MEM,"Lafayette, LA","Memphis, TN",0,0,4,354,2002-07-01,242115,1226669,30.20529938,-91.98760223,35.0424003601074,-89.9766998291016
EWR,ORD,"Newark, NJ","Chicago, IL",2997,6552,36,719,2000-09-01,18352743,18235464,40.6925010681152,-74.168701171875,41.97859955,-87.90480042
MIA,MCO,"Miami, FL","Orlando, FL",1414,3840,30,193,1992-11-01,8451688,1303224,25.7931995391846,-80.2906036376953,28.4293994903564,-81.3089981079102
DCA,BDL,"Washington, DC","Hartford, CT",37,37,1,313,2004-05-01,10317048,1175284,38.8521,-77.037697,41.9388999939,-72.6831970215
GTF,GEG,"Great Falls, MT","Spokane, WA",92,100,1,288,1997-06-01,78977,405550,47.48199844,-111.3710022,47.6198997497559,-117.533996582031
MEM,DAY,"Memphis, TN","Dayton, OH",0,0,4,460,2006-01-01,1280666,841558,35.0424003601074,-89.9766998291016,39.902400970459,-84.2193984985352
HOU,MIA,"Houston, TX","Miami, FL",157,183,1,955,2004-09-01,5190444,10725356,29.64539909,-95.27890015,25.7931995391846,-80.2906036376953
LAX,CVG,"Los Angeles, CA","Cincinnati, OH",3206,8449,28,1900,1996-09-01,23326070,1948312,33.94250107,-118.4079971,39.0488014221,-84.6678009033
BNA,CMH,"Nashville, TN","Columbus, OH",2271,4247,31,338,1999-09-01,1247570,1562409,36.1245002746582,-86.6781997680664,39.9980010986328,-82.8918991088867
HOU,FAT,"Houston, TX","Fresno, CA",134,173,1,1494,2004-11-01,5190444,857162,29.64539909,-95.27890015,36.7761993408203,-119.718002319336
MSP,SFO,"Minneapolis, MN","San Francisco, CA",249,432,3,1589,1994-10-01,2690359,7666396,44.8819999695,-93.2218017578,37.6189994812012,-122.375
SJC,IAH,"San Jose, CA","Houston, TX",8480,9606,61,1608,2009-03-01,1839700,5867489,37.3625984191895,-121.929000854492,29.9843997955322,-95.3414001464844
PHX,MKE,"Phoenix, AZ","Milwaukee, WI",115,124,1,1460,2005-08-01,3884588,1536320,33.4342994689941,-112.012001037598,42.9472007751465,-87.896598815918
MCO,EWR,"Orlando, FL","Newark, NJ",4409,5399,30,938,1994-09-01,1363774,17072218,28.4293994903564,-81.3089981079102,40.6925010681152,-74.168701171875
TUS,PHX,"Tucson, AZ","Phoenix, AZ",13710,19348,159,110,1993-11-01,711392,2444670,32.1161003112793,-110.94100189209,33.4342994689941,-112.012001037598
PVD,MDW,"Providence, RI","Chicago, IL",5692,10823,79,842,2000-02-01,1586744,18235464,41.7326011657715,-71.4204025268555,41.7859992980957,-87.7524032592773
DFW,CLE,"Dallas, TX","Cleveland, OH",4740,11259,81,1021,1997-02-01,9231044,2126219,32.896800994873,-97.0380020141602,41.4117012024,-81.8498001099
BNA,MEM,"Nashville, TN","Memphis, TN",0,0,1,200,2008-09-01,1556368,1298529,36.1245002746582,-86.6781997680664,35.0424003601074,-89.9766998291016
ABQ,DQF,"Albuquerque, NM","Phoenix, AZ",499,1200,10,313,2007-08-01,834685,4175595,35.0401992797852,-106.609001159668,,
IAH,ACT,"Houston, TX","Waco, TX",9,46,1,159,2000-05-01,4739414,214093,29.9843997955322,-95.3414001464844,31.6112995147705,-97.2304992675781
